protein_id_ensemble,gene_id_ensemble,gene_symbol,QTL_type,percent_variance,p_val,significant_eQTL,Significant_eQTL_rep,Significant_pQTL
ENSMUSP00000100046,ENSMUSG00000025816,Sec61a2,LOCAL,16.87,0.055,1,1,0
ENSMUSP00000046530,ENSMUSG00000037254,Itih2,LOCAL,26.65,0,1,0,0
ENSMUSP00000043614,ENSMUSG00000037262,Kin,LOCAL,50.98,0,1,1,0
ENSMUSP00000117009,ENSMUSG00000026730,Pter,LOCAL,40.91,0,1,1,1
ENSMUSP00000017562,ENSMUSG00000017418,Arl5b,LOCAL,32.92,0,1,1,0
ENSMUSP00000100025,ENSMUSG00000026718,Stam,LOCAL,16.75,0.06,1,0,0
ENSMUSP00000088980,ENSMUSG00000026740,Dnajc1,LOCAL,40.16,0,1,1,0
ENSMUSP00000049882,ENSMUSG00000051154,Commd3,LOCAL,20.84,0.001,1,0,0
ENSMUSP00000047865,ENSMUSG00000037993,Dhx38,DISTANT,16.42,0.08,1,0,0
ENSMUSP00000023856,ENSMUSG00000023094,Msrb2,LOCAL,27.85,0,1,1,1
ENSMUSP00000066170,ENSMUSG00000036617,Etl4,LOCAL,27.45,0,1,1,1
ENSMUSP00000052452,ENSMUSG00000048550,Thnsl1,LOCAL,29.92,0,1,1,1
ENSMUSP00000062747,ENSMUSG00000026986,Hnmt,LOCAL,22.48,0,1,1,1
ENSMUSP00000044078,ENSMUSG00000036833,Pnpla7,LOCAL,16.47,0.077,1,0,0
ENSMUSP00000057731,ENSMUSG00000013465,Nelfb,LOCAL,21.75,0.001,1,0,0
ENSMUSP00000043561,ENSMUSG00000036850,Mrpl41,LOCAL,28,0,1,1,0
ENSMUSP00000041855,ENSMUSG00000015083,C8g,LOCAL,25.07,0,1,1,0
ENSMUSP00000099983,ENSMUSG00000026944,Abca2,LOCAL,27.8,0,1,1,0
ENSMUSP00000028307,ENSMUSG00000026938,Fcna,LOCAL,18.68,0.011,1,1,0
ENSMUSP00000028351,ENSMUSG00000026975,Dph7,LOCAL,20.63,0.002,1,1,1
ENSMUSP00000099989,ENSMUSG00000026956,Uap1l1,LOCAL,20.47,0.002,1,0,1
ENSMUSP00000093965,ENSMUSG00000071650,Ganab,DISTANT,17.07,0.046,1,0,0
ENSMUSP00000037417,ENSMUSG00000036504,Phpt1,LOCAL,19.29,0.005,1,0,1
ENSMUSP00000028332,ENSMUSG00000026958,Dpp7,LOCAL,53.85,0,1,1,1
ENSMUSP00000097100,ENSMUSG00000035697,Hmha1,DISTANT,16.13,0.099,1,0,0
ENSMUSP00000021329,ENSMUSG00000020946,Gosr2,DISTANT,17.55,0.032,1,0,0
ENSMUSP00000023818,ENSMUSG00000023055,Calcoco1,DISTANT,18.35,0.016,1,0,0
ENSMUSP00000028295,ENSMUSG00000075467,Dnlz,LOCAL,23.57,0,1,1,1
ENSMUSP00000109716,ENSMUSG00000026924,Sec16a,LOCAL,18.32,0.016,1,0,0
ENSMUSP00000121179,ENSMUSG00000026924,Sec16a,LOCAL,18.32,0.016,1,0,0
ENSMUSP00000070815,ENSMUSG00000052406,Rexo4,LOCAL,47.5,0,1,1,1
ENSMUSP00000099950,ENSMUSG00000009614,Sardh,LOCAL,25.22,0,1,0,0
ENSMUSP00000062782,ENSMUSG00000009621,Vav2,LOCAL,19.25,0.005,1,1,1
ENSMUSP00000109639,ENSMUSG00000015488,Cacfd1,LOCAL,37.82,0,1,1,0
ENSMUSP00000036725,ENSMUSG00000035772,Mrps2,LOCAL,16.14,0.097,1,0,0
ENSMUSP00000042265,ENSMUSG00000035666,Gtf3c4,LOCAL,23.95,0,1,1,0
ENSMUSP00000020637,ENSMUSG00000020368,Canx,DISTANT,16.94,0.051,1,0,0
ENSMUSP00000039966,ENSMUSG00000038604,Fam65a,DISTANT,18.4,0.015,1,0,0
ENSMUSP00000113771,ENSMUSG00000040940,Arhgef1,DISTANT,16.35,0.084,1,0,0
ENSMUSP00000097793,ENSMUSG00000039660,D2Wsu81e,LOCAL,21.18,0.001,1,1,0
ENSMUSP00000028205,ENSMUSG00000026851,BC005624,LOCAL,16.23,0.093,1,0,0
ENSMUSP00000053962,ENSMUSG00000026822,Lcn2,LOCAL,18.09,0.021,1,1,0
ENSMUSP00000028137,ENSMUSG00000026798,Coq4,LOCAL,49.27,0,1,1,1
ENSMUSP00000092703,ENSMUSG00000039844,Rapgef1,LOCAL,29.63,0,1,0,0
ENSMUSP00000077127,ENSMUSG00000026858,Fam73b,LOCAL,37.55,0,1,1,1
ENSMUSP00000048426,ENSMUSG00000039678,Tbc1d13,LOCAL,25.1,0,1,1,0
ENSMUSP00000097788,ENSMUSG00000026860,Sh3glb2,LOCAL,38.86,0,1,1,0
ENSMUSP00000046837,ENSMUSG00000039515,Ppp2r4,LOCAL,34.38,0,1,1,1
ENSMUSP00000046441,ENSMUSG00000039686,Zer1,LOCAL,16.49,0.076,1,1,1
ENSMUSP00000038612,ENSMUSG00000039648,Ccbl1,LOCAL,21.65,0.001,1,1,1
ENSMUSP00000114557,ENSMUSG00000054766,Set,LOCAL,49.8,0,1,1,0
ENSMUSP00000123994,ENSMUSG00000024797,Vps51,DISTANT,16.3,0.087,1,0,0
ENSMUSP00000028199,ENSMUSG00000026848,Tor1b,LOCAL,16.92,0.052,1,0,0
ENSMUSP00000056739,ENSMUSG00000000194,Gpr107,LOCAL,44.69,0,1,1,1
ENSMUSP00000109188,ENSMUSG00000075415,Fnbp1,LOCAL,18.02,0.022,1,1,0
ENSMUSP00000028148,ENSMUSG00000009566,Fpgs,LOCAL,26.13,0,1,0,1
ENSMUSP00000116434,ENSMUSG00000009566,Fpgs,LOCAL,26.13,0,1,0,1
ENSMUSP00000002625,ENSMUSG00000002550,Uck1,LOCAL,22.82,0,1,1,1
ENSMUSP00000035734,ENSMUSG00000039262,Prrc2b,LOCAL,16.21,0.094,1,0,0
ENSMUSP00000052440,ENSMUSG00000026797,Stxbp1,LOCAL,37.49,0,1,1,1
ENSMUSP00000028135,ENSMUSG00000026796,Fam129b,LOCAL,52.09,0,1,1,0
ENSMUSP00000108825,ENSMUSG00000026792,Lrsam1,LOCAL,51.2,0,1,1,1
ENSMUSP00000037754,ENSMUSG00000035875,AI182371,LOCAL,18.68,0.011,1,1,1
ENSMUSP00000026243,ENSMUSG00000025220,Mgea5,DISTANT,16.8,0.058,1,0,0
ENSMUSP00000059977,ENSMUSG00000047250,Ptgs1,LOCAL,19.85,0.003,1,1,0
ENSMUSP00000028225,ENSMUSG00000026869,Psmd5,LOCAL,25.84,0,1,1,0
ENSMUSP00000049723,ENSMUSG00000026749,Nek6,LOCAL,17.67,0.029,1,0,1
ENSMUSP00000040134,ENSMUSG00000006423,C330007P06Rik,DISTANT,19.77,0.004,1,0,0
ENSMUSP00000108691,ENSMUSG00000026870,Cutal,LOCAL,17.05,0.047,1,0,1
ENSMUSP00000121042,ENSMUSG00000074247,Dda1,DISTANT,16.3,0.086,1,0,0
ENSMUSP00000028233,ENSMUSG00000026874,Hc,LOCAL,61.6,0,1,1,1
ENSMUSP00000028239,ENSMUSG00000026879,Gsn,LOCAL,62.82,0,1,1,0
ENSMUSP00000028241,ENSMUSG00000026880,Stom,LOCAL,38.31,0,1,1,1
ENSMUSP00000065352,ENSMUSG00000026895,Ndufa8,LOCAL,16.27,0.089,1,1,0
ENSMUSP00000028250,ENSMUSG00000026887,Mrrf,LOCAL,39.93,0,1,1,1
ENSMUSP00000099864,ENSMUSG00000026867,Gapvd1,LOCAL,17.72,0.027,1,1,0
ENSMUSP00000001027,ENSMUSG00000063558,Aox1,DISTANT,18.81,0.009,1,0,0
ENSMUSP00000099820,ENSMUSG00000055371,Stam2,LOCAL,18.87,0.009,1,0,0
ENSMUSP00000038763,ENSMUSG00000041650,Pcca,DISTANT,18.33,0.016,1,0,0
ENSMUSP00000002403,ENSMUSG00000002332,Dhrs1,DISTANT,16.51,0.075,1,0,0
ENSMUSP00000022148,ENSMUSG00000021646,Mccc2,DISTANT,19.12,0.007,1,0,0
ENSMUSP00000103703,ENSMUSG00000028433,Ubap2,DISTANT,18.68,0.011,1,0,0
ENSMUSP00000041756,ENSMUSG00000036093,Arl5a,LOCAL,46.6,0,1,1,0
ENSMUSP00000088472,ENSMUSG00000036053,Fmnl2,LOCAL,40.49,0,1,1,1
ENSMUSP00000112908,ENSMUSG00000031969,Acad8,DISTANT,19.42,0.005,1,0,0
ENSMUSP00000044769,ENSMUSG00000038160,Atg5,DISTANT,16.93,0.052,1,0,0
ENSMUSP00000032808,ENSMUSG00000030587,2200002D01Rik,DISTANT,18.22,0.018,1,0,0
ENSMUSP00000073975,ENSMUSG00000024975,Pdcd4,DISTANT,16.14,0.097,1,0,0
ENSMUSP00000130992,ENSMUSG00000026827,Gpd2,LOCAL,32.57,0,1,1,1
ENSMUSP00000001566,ENSMUSG00000001525,Tubb5,DISTANT,18.02,0.022,1,0,0
ENSMUSP00000108187,ENSMUSG00000035168,Tanc1,LOCAL,19.09,0.007,1,0,0
ENSMUSP00000095197,ENSMUSG00000024493,Lars,DISTANT,18.35,0.016,1,0,0
ENSMUSP00000028257,ENSMUSG00000026893,Gca,LOCAL,34.06,0,1,1,1
ENSMUSP00000028259,ENSMUSG00000026896,Ifih1,LOCAL,18.28,0.017,1,0,0
ENSMUSP00000099776,ENSMUSG00000027030,Stk39,LOCAL,21.82,0,1,1,0
ENSMUSP00000028426,ENSMUSG00000027035,Cers6,LOCAL,36.34,0,1,1,1
ENSMUSP00000036923,ENSMUSG00000034738,Nostrin,LOCAL,23.24,0,1,1,0
ENSMUSP00000099771,ENSMUSG00000027048,Abcb11,LOCAL,24.64,0,1,1,1
ENSMUSP00000072896,ENSMUSG00000027086,Fastkd1,LOCAL,25.98,0,1,1,0
ENSMUSP00000006669,ENSMUSG00000006494,Pdk1,LOCAL,21.61,0.001,1,1,0
ENSMUSP00000112739,ENSMUSG00000019539,Rcn3,DISTANT,16.94,0.052,1,0,0
ENSMUSP00000048190,ENSMUSG00000041921,Metap1d,LOCAL,69.05,0,1,1,1
ENSMUSP00000122103,ENSMUSG00000027010,Slc25a12,LOCAL,26.97,0,1,1,1
ENSMUSP00000107770,ENSMUSG00000027012,Dync1i2,LOCAL,17.17,0.043,1,0,0
ENSMUSP00000107729,ENSMUSG00000027111,Itga6,LOCAL,24.1,0,1,1,0
ENSMUSP00000047410,ENSMUSG00000040158,Tax1bp3,DISTANT,23.07,0,1,0,0
ENSMUSP00000075788,ENSMUSG00000041762,Gpr155,LOCAL,30.21,0,1,1,0
ENSMUSP00000049834,ENSMUSG00000041777,Cir1,LOCAL,47.07,0,1,1,0
ENSMUSP00000088320,ENSMUSG00000008226,Scrn3,LOCAL,42.59,0,1,1,1
ENSMUSP00000031190,ENSMUSG00000029265,Dr1,DISTANT,17.56,0.031,1,0,0
ENSMUSP00000135457,ENSMUSG00000042410,Agps,LOCAL,18.23,0.017,1,1,1
ENSMUSP00000002809,ENSMUSG00000002732,Fkbp7,LOCAL,18.04,0.021,1,1,0
ENSMUSP00000052945,ENSMUSG00000044033,Ccdc141,LOCAL,31.72,0,1,1,1
ENSMUSP00000109104,ENSMUSG00000032946,Rasgrp2,DISTANT,16.21,0.093,1,0,0
ENSMUSP00000099702,ENSMUSG00000027078,Ube2l6,LOCAL,58.91,0,1,1,1
ENSMUSP00000080301,ENSMUSG00000027091,Zc3h15,LOCAL,25.84,0,1,1,0
ENSMUSP00000064947,ENSMUSG00000027014,Cwc22,LOCAL,75.18,0,1,1,1
ENSMUSP00000028392,ENSMUSG00000027006,Dnajc10,LOCAL,46.14,0,1,1,1
ENSMUSP00000048198,ENSMUSG00000034075,Zdhhc5,LOCAL,21.86,0,1,0,0
ENSMUSP00000003860,ENSMUSG00000003762,Adck4,DISTANT,16.61,0.068,1,0,0
ENSMUSP00000107232,ENSMUSG00000033955,Tnks1bp1,LOCAL,25.61,0,1,1,1
ENSMUSP00000072732,ENSMUSG00000015149,Sirt2,DISTANT,16.49,0.076,1,0,0
ENSMUSP00000028499,ENSMUSG00000027087,Itgav,LOCAL,36.26,0,1,1,0
ENSMUSP00000044502,ENSMUSG00000040659,Efhd2,DISTANT,18.77,0.01,1,0,0
ENSMUSP00000073875,ENSMUSG00000059588,Calcrl,LOCAL,24.35,0,1,1,0
ENSMUSP00000108767,ENSMUSG00000090165,Ugt1a10,DISTANT,17.68,0.028,1,0,0
ENSMUSP00000076971,ENSMUSG00000027067,Ssrp1,LOCAL,22.44,0,1,1,1
ENSMUSP00000002172,ENSMUSG00000002103,Acp2,LOCAL,19.23,0.006,1,1,0
ENSMUSP00000005647,ENSMUSG00000005510,Ndufs3,LOCAL,19.57,0.005,1,0,0
ENSMUSP00000121851,ENSMUSG00000027282,Mtch2,LOCAL,19.82,0.003,1,1,0
ENSMUSP00000000505,ENSMUSG00000029730,Mcm7,DISTANT,19.01,0.007,1,0,0
ENSMUSP00000013759,ENSMUSG00000008200,Fnbp4,LOCAL,17.16,0.044,1,0,0
ENSMUSP00000106988,ENSMUSG00000002108,Nr1h3,LOCAL,23.97,0,1,1,0
ENSMUSP00000002809,ENSMUSG00000002732,Fkbp7,DISTANT,18.16,0.019,1,0,0
ENSMUSP00000106961,ENSMUSG00000027247,Arhgap1,LOCAL,16.32,0.086,1,1,0
ENSMUSP00000004949,ENSMUSG00000027164,Traf6,LOCAL,20.34,0.002,1,1,0
ENSMUSP00000132065,ENSMUSG00000062038,Gm10108,DISTANT,26.66,0,1,1,0
ENSMUSP00000038721,ENSMUSG00000040174,Alkbh3,LOCAL,24.88,0,1,1,1
ENSMUSP00000027173,ENSMUSG00000026019,Wdr12,DISTANT,17.45,0.034,1,0,0
ENSMUSP00000019354,ENSMUSG00000019210,Atp6v1e1,DISTANT,16.32,0.086,1,0,0
ENSMUSP00000063461,ENSMUSG00000049922,Slc35c1,LOCAL,19.47,0.005,1,1,0
ENSMUSP00000097287,ENSMUSG00000027215,Cd82,LOCAL,20.83,0.001,1,1,0
ENSMUSP00000028619,ENSMUSG00000027195,Hsd17b12,LOCAL,46.76,0,1,1,0
ENSMUSP00000079100,ENSMUSG00000005089,Slc1a2,LOCAL,21.13,0.001,1,0,1
ENSMUSP00000028584,ENSMUSG00000027163,Commd9,LOCAL,27.32,0,1,0,0
ENSMUSP00000075566,ENSMUSG00000032724,Abtb2,LOCAL,19.98,0.003,1,0,1
ENSMUSP00000028608,ENSMUSG00000027185,Nat10,LOCAL,23.12,0,1,0,0
ENSMUSP00000011058,ENSMUSG00000010914,Pdhx,LOCAL,20.22,0.002,1,1,0
ENSMUSP00000063340,ENSMUSG00000055312,0610012H03Rik,LOCAL,59.59,0,1,1,1
ENSMUSP00000128961,ENSMUSG00000033335,Dnm2,DISTANT,16.59,0.069,1,0,0
ENSMUSP00000080337,ENSMUSG00000057234,Mettl15,LOCAL,17.35,0.038,1,1,0
ENSMUSP00000028583,ENSMUSG00000027162,Lin7c,LOCAL,17.09,0.045,1,0,0
ENSMUSP00000046302,ENSMUSG00000041660,Bbox1,LOCAL,18.43,0.015,1,0,1
ENSMUSP00000003705,ENSMUSG00000003604,Aven,LOCAL,16.43,0.079,1,0,0
ENSMUSP00000020608,ENSMUSG00000020349,Ppp2ca,DISTANT,17.04,0.048,1,0,0
ENSMUSP00000099602,ENSMUSG00000040383,Aqr,LOCAL,27,0,1,0,0
ENSMUSP00000028807,ENSMUSG00000027332,Ivd,LOCAL,28.34,0,1,1,1
ENSMUSP00000126850,ENSMUSG00000058799,Nap1l1,DISTANT,18.65,0.011,1,0,0
ENSMUSP00000005233,ENSMUSG00000005102,Eif2ak4,LOCAL,18.9,0.008,1,1,0
ENSMUSP00000087500,ENSMUSG00000033808,Tmem87a,LOCAL,18.94,0.008,1,1,0
ENSMUSP00000023820,ENSMUSG00000023057,Fabp2,DISTANT,16.35,0.084,1,0,0
ENSMUSP00000092283,ENSMUSG00000070730,Rmdn3,LOCAL,25.03,0,1,0,1
ENSMUSP00000080159,ENSMUSG00000035929,H2-Q4,DISTANT,25.64,0,1,0,0
ENSMUSP00000014221,ENSMUSG00000014077,Chp1,LOCAL,51.32,0,1,1,0
ENSMUSP00000106420,ENSMUSG00000034032,Rpap1,LOCAL,19.36,0.005,1,1,1
ENSMUSP00000028728,ENSMUSG00000027272,Ubr1,LOCAL,18.34,0.016,1,0,1
ENSMUSP00000004381,ENSMUSG00000004270,Lpcat3,DISTANT,17.42,0.035,1,0,0
ENSMUSP00000099534,ENSMUSG00000060802,B2m,LOCAL,16.73,0.062,1,1,0
ENSMUSP00000060730,ENSMUSG00000057147,Dph6,LOCAL,31.03,0,1,1,0
ENSMUSP00000028755,ENSMUSG00000027293,Ehd4,LOCAL,24.28,0,1,1,1
ENSMUSP00000116898,ENSMUSG00000062646,Ganc,LOCAL,49.01,0,1,1,1
ENSMUSP00000037543,ENSMUSG00000033396,Spg11,LOCAL,37.59,0,1,1,0
ENSMUSP00000005953,ENSMUSG00000005803,Sqrdl,LOCAL,26.56,0,1,1,0
ENSMUSP00000028702,ENSMUSG00000027259,Adal,LOCAL,33.76,0,1,1,1
ENSMUSP00000049548,ENSMUSG00000048222,Mfap1b,LOCAL,28.33,0,1,1,0
ENSMUSP00000054421,ENSMUSG00000043424,Eif3j2,DISTANT,30.89,0,1,0,0
ENSMUSP00000106180,ENSMUSG00000027227,Sord,LOCAL,39.53,0,1,1,1
ENSMUSP00000028624,ENSMUSG00000027199,Gatm,LOCAL,33.59,0,1,1,1
ENSMUSP00000099559,ENSMUSG00000027291,Vps39,LOCAL,28.36,0,1,0,0
ENSMUSP00000005954,ENSMUSG00000005804,Bloc1s6,LOCAL,48.64,0,1,1,0
ENSMUSP00000080767,ENSMUSG00000027203,Dut,LOCAL,21.01,0.001,1,1,1
ENSMUSP00000123088,ENSMUSG00000027201,Myef2,LOCAL,23.14,0,1,1,1
ENSMUSP00000055743,ENSMUSG00000044986,Tst,DISTANT,18.82,0.009,1,0,0
ENSMUSP00000028844,ENSMUSG00000027366,Sppl2a,LOCAL,28.6,0,1,0,0
ENSMUSP00000087208,ENSMUSG00000068394,Cep152,LOCAL,58.61,0,1,1,0
ENSMUSP00000092186,ENSMUSG00000027207,Galk2,LOCAL,44.01,0,1,1,1
ENSMUSP00000002063,ENSMUSG00000001998,Ap4e1,LOCAL,30.64,0,1,1,0
ENSMUSP00000064158,ENSMUSG00000053604,Rpia,DISTANT,28.08,0,1,1,0
ENSMUSP00000003759,ENSMUSG00000003662,Ciao1,LOCAL,18.06,0.021,1,1,0
ENSMUSP00000014505,ENSMUSG00000014361,Mertk,LOCAL,18.51,0.013,1,0,1
ENSMUSP00000099494,ENSMUSG00000027395,Polr1b,LOCAL,36.96,0,1,1,0
ENSMUSP00000028892,ENSMUSG00000027406,Idh3b,LOCAL,25.23,0,1,1,0
ENSMUSP00000105891,ENSMUSG00000079043,Fastkd5,LOCAL,17.83,0.024,1,1,1
ENSMUSP00000038339,ENSMUSG00000037523,Mavs,LOCAL,19.5,0.005,1,0,0
ENSMUSP00000105793,ENSMUSG00000027341,Tmem230,LOCAL,44.35,0,1,1,0
ENSMUSP00000117256,ENSMUSG00000025451,Paip1,DISTANT,18.55,0.013,1,0,0
ENSMUSP00000099470,ENSMUSG00000058793,Cds2,LOCAL,18.11,0.02,1,1,1
ENSMUSP00000078138,ENSMUSG00000091705,H2-Q2,DISTANT,19.78,0.004,1,0,0
ENSMUSP00000044687,ENSMUSG00000037376,Trmt6,LOCAL,56.06,0,1,1,1
ENSMUSP00000088833,ENSMUSG00000079037,Prnp,LOCAL,18.12,0.02,1,1,0
ENSMUSP00000035325,ENSMUSG00000027384,Ndufaf5,LOCAL,48.26,0,1,1,0
ENSMUSP00000042551,ENSMUSG00000038844,Kif16b,LOCAL,16.63,0.067,1,1,0
ENSMUSP00000099461,ENSMUSG00000015932,Dstn,LOCAL,20.37,0.002,1,1,0
ENSMUSP00000028915,ENSMUSG00000027428,Rbbp9,LOCAL,48,0,1,1,1
ENSMUSP00000098352,ENSMUSG00000040242,Fgfr1op2,DISTANT,18.26,0.017,1,0,0
ENSMUSP00000020208,ENSMUSG00000020021,Fgd6,DISTANT,17.29,0.04,1,0,0
ENSMUSP00000105627,ENSMUSG00000002728,Naa20,LOCAL,19.35,0.005,1,1,0
ENSMUSP00000105613,ENSMUSG00000037110,Ralgapa2,LOCAL,23.02,0,1,1,0
ENSMUSP00000001818,ENSMUSG00000001767,Crnkl1,LOCAL,24.78,0,1,1,0
ENSMUSP00000028928,ENSMUSG00000027439,Gzf1,LOCAL,31.45,0,1,1,0
ENSMUSP00000028938,ENSMUSG00000027447,Cst3,LOCAL,64.4,0,1,1,1
ENSMUSP00000040840,ENSMUSG00000033096,Apmap,LOCAL,40.57,0,1,1,1
ENSMUSP00000094869,ENSMUSG00000043346,Gm6741,DISTANT,40.79,0,1,1,0
ENSMUSP00000041184,ENSMUSG00000032869,Psmf1,LOCAL,62.81,0,1,1,1
ENSMUSP00000007803,ENSMUSG00000007659,Bcl2l1,LOCAL,24.04,0,1,1,1
ENSMUSP00000053122,ENSMUSG00000046020,Pofut1,LOCAL,20.83,0.001,1,1,1
ENSMUSP00000086422,ENSMUSG00000068040,Tm9sf4,LOCAL,17.76,0.025,1,1,0
ENSMUSP00000125623,ENSMUSG00000018199,Trove2,DISTANT,17.58,0.031,1,0,0
ENSMUSP00000071752,ENSMUSG00000056941,Commd7,LOCAL,17.3,0.04,1,1,0
ENSMUSP00000136493,ENSMUSG00000093904,Tomm20,DISTANT,39.04,0,1,1,0
ENSMUSP00000096829,ENSMUSG00000074698,Csnk2a1,LOCAL,21.01,0.001,1,0,0
ENSMUSP00000000896,ENSMUSG00000000876,Pxmp4,LOCAL,31.55,0,1,0,0
ENSMUSP00000105350,ENSMUSG00000027488,Snta1,LOCAL,27.73,0,1,1,0
ENSMUSP00000061851,ENSMUSG00000027597,Ahcy,LOCAL,78.67,0,1,1,0
ENSMUSP00000112090,ENSMUSG00000027593,Raly,LOCAL,20.5,0.002,1,1,0
ENSMUSP00000126236,ENSMUSG00000038383,Pigu,LOCAL,39.15,0,1,1,1
ENSMUSP00000090672,ENSMUSG00000074652,Myh7b,LOCAL,54.79,0,1,1,0
ENSMUSP00000105264,ENSMUSG00000005882,Uqcc1,LOCAL,29.72,0,1,1,0
ENSMUSP00000099426,ENSMUSG00000027624,Epb4.1l1,LOCAL,19.91,0.003,1,0,0
ENSMUSP00000029128,ENSMUSG00000027602,Map1lc3a,LOCAL,20.41,0.002,1,1,0
ENSMUSP00000029147,ENSMUSG00000027618,Nfs1,LOCAL,23.41,0,1,0,0
ENSMUSP00000105082,ENSMUSG00000027412,Lpin3,LOCAL,18.56,0.013,1,1,0
ENSMUSP00000029142,ENSMUSG00000027613,Eif6,LOCAL,19.99,0.003,1,1,0
ENSMUSP00000041202,ENSMUSG00000038312,Edem2,LOCAL,17.04,0.047,1,0,0
ENSMUSP00000112081,ENSMUSG00000027642,Rpn2,LOCAL,46.25,0,1,1,0
ENSMUSP00000079965,ENSMUSG00000063019,Manbal,LOCAL,30.67,0,1,1,1
ENSMUSP00000072144,ENSMUSG00000027634,Ndrg3,LOCAL,40.91,0,1,1,1
ENSMUSP00000029178,ENSMUSG00000027649,Ctnnbl1,LOCAL,27.32,0,1,1,0
ENSMUSP00000113718,ENSMUSG00000012519,Mlkl,DISTANT,16.13,0.099,1,0,0
ENSMUSP00000099945,ENSMUSG00000020120,Plek,DISTANT,16.13,0.098,1,0,0
ENSMUSP00000095169,ENSMUSG00000026421,Csrp1,DISTANT,20.19,0.002,1,0,0
ENSMUSP00000015484,ENSMUSG00000015340,Cybb,DISTANT,16.24,0.092,1,0,0
ENSMUSP00000105236,ENSMUSG00000074643,Cpne1,LOCAL,18.09,0.02,1,0,1
ENSMUSP00000099404,ENSMUSG00000016933,Plcg1,LOCAL,38.53,0,1,1,1
ENSMUSP00000038924,ENSMUSG00000039048,Foxred1,DISTANT,16.83,0.056,1,0,0
ENSMUSP00000115772,ENSMUSG00000062169,Cnih4,DISTANT,20.15,0.002,1,0,0
ENSMUSP00000099400,ENSMUSG00000035877,Zhx3,LOCAL,38.92,0,1,1,0
ENSMUSP00000002790,ENSMUSG00000002718,Cse1l,LOCAL,17.22,0.042,1,0,0
ENSMUSP00000063839,ENSMUSG00000054693,Adam10,DISTANT,16.84,0.056,1,0,0
ENSMUSP00000018470,ENSMUSG00000018326,Ywhab,LOCAL,18.69,0.011,1,0,0
ENSMUSP00000060225,ENSMUSG00000032733,Snx33,DISTANT,17.55,0.032,1,0,0
ENSMUSP00000099383,ENSMUSG00000017307,Acot8,LOCAL,21.44,0.001,1,0,0
ENSMUSP00000017851,ENSMUSG00000017707,Serinc3,LOCAL,59.22,0,1,1,0
ENSMUSP00000017841,ENSMUSG00000017697,Ada,LOCAL,26.27,0,1,1,1
ENSMUSP00000105010,ENSMUSG00000018322,Tomm34,LOCAL,25.04,0,1,1,1
ENSMUSP00000017153,ENSMUSG00000017009,Sdc4,LOCAL,28.99,0,1,0,0
ENSMUSP00000099390,ENSMUSG00000017721,Pigt,LOCAL,29.25,0,1,1,1
ENSMUSP00000099382,ENSMUSG00000017760,Ctsa,LOCAL,22.75,0,1,1,0
ENSMUSP00000104830,ENSMUSG00000078923,Ube2v1,LOCAL,19,0.007,1,0,0
ENSMUSP00000045141,ENSMUSG00000039725,2810408M09Rik,LOCAL,31.71,0,1,1,0
ENSMUSP00000064255,ENSMUSG00000054385,Ceacam2,DISTANT,16.38,0.083,1,0,0
ENSMUSP00000096677,ENSMUSG00000074582,Arfgef2,LOCAL,19.58,0.004,1,1,0
ENSMUSP00000104858,ENSMUSG00000039536,Stau1,LOCAL,23.78,0,1,0,0
ENSMUSP00000018113,ENSMUSG00000017969,Ptgis,LOCAL,22.85,0,1,1,0
ENSMUSP00000104837,ENSMUSG00000006418,Rnf114,LOCAL,28.54,0,1,1,1
ENSMUSP00000044185,ENSMUSG00000039463,Slc9a8,LOCAL,25.2,0,1,0,0
ENSMUSP00000104804,ENSMUSG00000027546,Atp9a,LOCAL,41.17,0,1,1,1
ENSMUSP00000060912,ENSMUSG00000034450,Gulo,DISTANT,16.25,0.091,1,0,0
ENSMUSP00000053616,ENSMUSG00000035824,Tk2,DISTANT,17.69,0.028,1,0,0
ENSMUSP00000064153,ENSMUSG00000052395,Rft1,DISTANT,16.59,0.07,1,0,0
ENSMUSP00000070596,ENSMUSG00000052033,Pfdn4,LOCAL,22.76,0,1,1,0
ENSMUSP00000112076,ENSMUSG00000027498,Cstf1,LOCAL,34.49,0,1,1,0
ENSMUSP00000028995,ENSMUSG00000027495,Fam210b,LOCAL,26.06,0,1,1,1
ENSMUSP00000029005,ENSMUSG00000027502,Rtfdc1,LOCAL,48.2,0,1,1,1
ENSMUSP00000029013,ENSMUSG00000027509,Rae1,LOCAL,29.94,0,1,1,0
ENSMUSP00000029024,ENSMUSG00000027519,Rab22a,LOCAL,30.86,0,1,1,1
ENSMUSP00000016400,ENSMUSG00000016256,Ctsz,LOCAL,27.03,0,1,1,1
ENSMUSP00000031377,ENSMUSG00000029426,Scarb2,DISTANT,21.76,0.001,1,0,0
ENSMUSP00000043618,ENSMUSG00000040446,Rprd1a,DISTANT,16.49,0.076,1,0,0
ENSMUSP00000118917,ENSMUSG00000039117,Taf4a,LOCAL,19.78,0.004,1,0,0
ENSMUSP00000096592,ENSMUSG00000074516,Gm10709,DISTANT,18.81,0.009,1,0,0
ENSMUSP00000001416,ENSMUSG00000001380,Hars,DISTANT,16.2,0.094,1,0,0
ENSMUSP00000044827,ENSMUSG00000040463,Mybbp1a,DISTANT,19.11,0.007,1,0,0
ENSMUSP00000015791,ENSMUSG00000015647,Lama5,LOCAL,44.92,0,1,1,0
